istat;name;cadastral;province;province_abbr;region;nuts3
003098;Miasino;F191;Novara;NO;Piemonte;ITC15
003100;Momo;F317;Novara;NO;Piemonte;ITC15
003103;Nebbiuno;F859;Novara;NO;Piemonte;ITC15
003104;Nibbiola;F886;Novara;NO;Piemonte;ITC15
003106;Novara;F952;Novara;NO;Piemonte;ITC15
003108;Oleggio;G019;Novara;NO;Piemonte;ITC15
003109;Oleggio Castello;G020;Novara;NO;Piemonte;ITC15
003112;Orta San Giulio;G134;Novara;NO;Piemonte;ITC15
003114;Paruzzaro;G349;Novara;NO;Piemonte;ITC15
003115;Pella;G421;Novara;NO;Piemonte;ITC15
003116;Pettenasco;G520;Novara;NO;Piemonte;ITC15
003119;Pisano;G703;Novara;NO;Piemonte;ITC15
003120;Pogno;G775;Novara;NO;Piemonte;ITC15
003121;Pombia;G809;Novara;NO;Piemonte;ITC15
003122;Prato Sesia;H001;Novara;NO;Piemonte;ITC15
003129;Recetto;H213;Novara;NO;Piemonte;ITC15
003130;Romagnano Sesia;H502;Novara;NO;Piemonte;ITC15
003131;Romentino;H518;Novara;NO;Piemonte;ITC15
003133;San Maurizio d'Opaglio;I025;Novara;NO;Piemonte;ITC15
003134;San Nazzaro Sesia;I052;Novara;NO;Piemonte;ITC15
003135;San Pietro Mosezzo;I116;Novara;NO;Piemonte;ITC15
003138;Sillavengo;I736;Novara;NO;Piemonte;ITC15
003139;Sizzano;I767;Novara;NO;Piemonte;ITC15
003140;Soriso;I857;Novara;NO;Piemonte;ITC15
003141;Sozzago;I880;Novara;NO;Piemonte;ITC15
003143;Suno;L007;Novara;NO;Piemonte;ITC15
003144;Terdobbiate;L104;Novara;NO;Piemonte;ITC15
003146;Tornaco;L223;Novara;NO;Piemonte;ITC15
003149;Trecate;L356;Novara;NO;Piemonte;ITC15
003153;Vaprio d'Agogna;L668;Novara;NO;Piemonte;ITC15
003154;Varallo Pombia;L670;Novara;NO;Piemonte;ITC15
003158;Vespolate;L808;Novara;NO;Piemonte;ITC15
003159;Vicolungo;L847;Novara;NO;Piemonte;ITC15
003164;Vinzaglio;M062;Novara;NO;Piemonte;ITC15
003166;Gattico-Veruno;M416;Novara;NO;Piemonte;ITC15
004001;Acceglio;A016;Cuneo;CN;Piemonte;ITC16
004002;Aisone;A113;Cuneo;CN;Piemonte;ITC16
004003;Alba;A124;Cuneo;CN;Piemonte;ITC16
004004;Albaretto della Torre;A139;Cuneo;CN;Piemonte;ITC16
004005;Alto;A238;Cuneo;CN;Piemonte;ITC16
004006;Argentera;A394;Cuneo;CN;Piemonte;ITC16
004007;Arguello;A396;Cuneo;CN;Piemonte;ITC16
004008;Bagnasco;A555;Cuneo;CN;Piemonte;ITC16
004009;Bagnolo Piemonte;A571;Cuneo;CN;Piemonte;ITC16
004010;Baldissero d'Alba;A589;Cuneo;CN;Piemonte;ITC16
004011;Barbaresco;A629;Cuneo;CN;Piemonte;ITC16
004012;Barge;A660;Cuneo;CN;Piemonte;ITC16
004013;Barolo;A671;Cuneo;CN;Piemonte;ITC16
004014;Bastia Mondovì;A709;Cuneo;CN;Piemonte;ITC16
004015;Battifollo;A716;Cuneo;CN;Piemonte;ITC16
004016;Beinette;A735;Cuneo;CN;Piemonte;ITC16
004017;Bellino;A750;Cuneo;CN;Piemonte;ITC16
004018;Belvedere Langhe;A774;Cuneo;CN;Piemonte;ITC16
004019;Bene Vagienna;A779;Cuneo;CN;Piemonte;ITC16
004020;Benevello;A782;Cuneo;CN;Piemonte;ITC16
004021;Bergolo;A798;Cuneo;CN;Piemonte;ITC16
004022;Bernezzo;A805;Cuneo;CN;Piemonte;ITC16
004023;Bonvicino;A979;Cuneo;CN;Piemonte;ITC16
004024;Borgomale;B018;Cuneo;CN;Piemonte;ITC16
004025;Borgo San Dalmazzo;B033;Cuneo;CN;Piemonte;ITC16
004026;Bosia;B079;Cuneo;CN;Piemonte;ITC16
004027;Bossolasco;B084;Cuneo;CN;Piemonte;ITC16
004028;Boves;B101;Cuneo;CN;Piemonte;ITC16
004029;Bra;B111;Cuneo;CN;Piemonte;ITC16
004030;Briaglia;B167;Cuneo;CN;Piemonte;ITC16
004031;Briga Alta;B175;Cuneo;CN;Piemonte;ITC16
004032;Brondello;B200;Cuneo;CN;Piemonte;ITC16
004033;Brossasco;B204;Cuneo;CN;Piemonte;ITC16
004034;Busca;B285;Cuneo;CN;Piemonte;ITC16
004035;Camerana;B467;Cuneo;CN;Piemonte;ITC16
004037;Canale;B573;Cuneo;CN;Piemonte;ITC16
004038;Canosio;B621;Cuneo;CN;Piemonte;ITC16
004039;Caprauna;B692;Cuneo;CN;Piemonte;ITC16
004040;Caraglio;B719;Cuneo;CN;Piemonte;ITC16
004041;Caramagna Piemonte;B720;Cuneo;CN;Piemonte;ITC16
004042;Cardè;B755;Cuneo;CN;Piemonte;ITC16
004043;Carrù;B841;Cuneo;CN;Piemonte;ITC16
004044;Cartignano;B845;Cuneo;CN;Piemonte;ITC16
004045;Casalgrasso;B894;Cuneo;CN;Piemonte;ITC16
004046;Castagnito;C046;Cuneo;CN;Piemonte;ITC16
004047;Casteldelfino;C081;Cuneo;CN;Piemonte;ITC16
004049;Castelletto Stura;C165;Cuneo;CN;Piemonte;ITC16
004050;Castelletto Uzzone;C167;Cuneo;CN;Piemonte;ITC16
004051;Castellinaldo d'Alba;C173;Cuneo;CN;Piemonte;ITC16
004052;Castellino Tanaro;C176;Cuneo;CN;Piemonte;ITC16
004053;Castelmagno;C205;Cuneo;CN;Piemonte;ITC16
004054;Castelnuovo di Ceva;C214;Cuneo;CN;Piemonte;ITC16
004055;Castiglione Falletto;C314;Cuneo;CN;Piemonte;ITC16
004056;Castiglione Tinella;C317;Cuneo;CN;Piemonte;ITC16
004057;Castino;C323;Cuneo;CN;Piemonte;ITC16
004058;Cavallerleone;C375;Cuneo;CN;Piemonte;ITC16
004059;Cavallermaggiore;C376;Cuneo;CN;Piemonte;ITC16
004060;Celle di Macra;C441;Cuneo;CN;Piemonte;ITC16
004061;Centallo;C466;Cuneo;CN;Piemonte;ITC16
004062;Ceresole Alba;C504;Cuneo;CN;Piemonte;ITC16
004063;Cerretto Langhe;C530;Cuneo;CN;Piemonte;ITC16
004064;Cervasca;C547;Cuneo;CN;Piemonte;ITC16
004065;Cervere;C550;Cuneo;CN;Piemonte;ITC16
004066;Ceva;C589;Cuneo;CN;Piemonte;ITC16
004067;Cherasco;C599;Cuneo;CN;Piemonte;ITC16
004068;Chiusa di Pesio;C653;Cuneo;CN;Piemonte;ITC16
004069;Cigliè;C681;Cuneo;CN;Piemonte;ITC16
004070;Cissone;C738;Cuneo;CN;Piemonte;ITC16
004071;Clavesana;C792;Cuneo;CN;Piemonte;ITC16
004072;Corneliano d'Alba;D022;Cuneo;CN;Piemonte;ITC16
004073;Cortemilia;D062;Cuneo;CN;Piemonte;ITC16
004074;Cossano Belbo;D093;Cuneo;CN;Piemonte;ITC16
004075;Costigliole Saluzzo;D120;Cuneo;CN;Piemonte;ITC16
004076;Cravanzana;D133;Cuneo;CN;Piemonte;ITC16
004077;Crissolo;D172;Cuneo;CN;Piemonte;ITC16
004078;Cuneo;D205;Cuneo;CN;Piemonte;ITC16
004079;Demonte;D271;Cuneo;CN;Piemonte;ITC16
004080;Diano d'Alba;D291;Cuneo;CN;Piemonte;ITC16
004081;Dogliani;D314;Cuneo;CN;Piemonte;ITC16
004082;Dronero;D372;Cuneo;CN;Piemonte;ITC16
004083;Elva;D401;Cuneo;CN;Piemonte;ITC16
004084;Entracque;D410;Cuneo;CN;Piemonte;ITC16
004085;Envie;D412;Cuneo;CN;Piemonte;ITC16
004086;Farigliano;D499;Cuneo;CN;Piemonte;ITC16
004087;Faule;D511;Cuneo;CN;Piemonte;ITC16
004088;Feisoglio;D523;Cuneo;CN;Piemonte;ITC16
004089;Fossano;D742;Cuneo;CN;Piemonte;ITC16
004090;Frabosa Soprana;D751;Cuneo;CN;Piemonte;ITC16
004091;Frabosa Sottana;D752;Cuneo;CN;Piemonte;ITC16
004092;Frassino;D782;Cuneo;CN;Piemonte;ITC16
004093;Gaiola;D856;Cuneo;CN;Piemonte;ITC16
004094;Gambasca;D894;Cuneo;CN;Piemonte;ITC16
004095;Garessio;D920;Cuneo;CN;Piemonte;ITC16
004096;Genola;D967;Cuneo;CN;Piemonte;ITC16
004097;Gorzegno;E111;Cuneo;CN;Piemonte;ITC16
004098;Gottasecca;E115;Cuneo;CN;Piemonte;ITC16
004099;Govone;E118;Cuneo;CN;Piemonte;ITC16
004100;Grinzane Cavour;E182;Cuneo;CN;Piemonte;ITC16
004101;Guarene;E251;Cuneo;CN;Piemonte;ITC16
004102;Igliano;E282;Cuneo;CN;Piemonte;ITC16
004103;Isasca;E327;Cuneo;CN;Piemonte;ITC16
004104;Lagnasco;E406;Cuneo;CN;Piemonte;ITC16
004105;La Morra;E430;Cuneo;CN;Piemonte;ITC16
004106;Lequio Berria;E540;Cuneo;CN;Piemonte;ITC16
004107;Lequio Tanaro;E539;Cuneo;CN;Piemonte;ITC16
004108;Lesegno;E546;Cuneo;CN;Piemonte;ITC16
004109;Levice;E564;Cuneo;CN;Piemonte;ITC16
004110;Limone Piemonte;E597;Cuneo;CN;Piemonte;ITC16
004111;Lisio;E615;Cuneo;CN;Piemonte;ITC16
004112;Macra;E789;Cuneo;CN;Piemonte;ITC16
004113;Magliano Alfieri;E809;Cuneo;CN;Piemonte;ITC16
004114;Magliano Alpi;E808;Cuneo;CN;Piemonte;ITC16
004115;Mango;E887;Cuneo;CN;Piemonte;ITC16
004116;Manta;E894;Cuneo;CN;Piemonte;ITC16
004117;Marene;E939;Cuneo;CN;Piemonte;ITC16
004118;Margarita;E945;Cuneo;CN;Piemonte;ITC16
004119;Marmora;E963;Cuneo;CN;Piemonte;ITC16
004120;Marsaglia;E973;Cuneo;CN;Piemonte;ITC16
004121;Martiniana Po;E988;Cuneo;CN;Piemonte;ITC16
004122;Melle;F114;Cuneo;CN;Piemonte;ITC16
004123;Moiola;F279;Cuneo;CN;Piemonte;ITC16
004124;Mombarcaro;F309;Cuneo;CN;Piemonte;ITC16
004125;Mombasiglio;F312;Cuneo;CN;Piemonte;ITC16
004126;Monastero di Vasco;F326;Cuneo;CN;Piemonte;ITC16
004127;Monasterolo Casotto;F329;Cuneo;CN;Piemonte;ITC16
004128;Monasterolo di Savigliano;F330;Cuneo;CN;Piemonte;ITC16
004129;Monchiero;F338;Cuneo;CN;Piemonte;ITC16
004130;Mondovì;F351;Cuneo;CN;Piemonte;ITC16
004131;Monesiglio;F355;Cuneo;CN;Piemonte;ITC16
004132;Monforte d'Alba;F358;Cuneo;CN;Piemonte;ITC16
004133;Montà;F385;Cuneo;CN;Piemonte;ITC16
004134;Montaldo di Mondovì;F405;Cuneo;CN;Piemonte;ITC16
004135;Montaldo Roero;F408;Cuneo;CN;Piemonte;ITC16
004136;Montanera;F424;Cuneo;CN;Piemonte;ITC16
004137;Montelupo Albese;F550;Cuneo;CN;Piemonte;ITC16
004138;Montemale di Cuneo;F558;Cuneo;CN;Piemonte;ITC16
004139;Monterosso Grana;F608;Cuneo;CN;Piemonte;ITC16
004140;Monteu Roero;F654;Cuneo;CN;Piemonte;ITC16
004141;Montezemolo;F666;Cuneo;CN;Piemonte;ITC16
004142;Monticello d'Alba;F669;Cuneo;CN;Piemonte;ITC16
004143;Moretta;F723;Cuneo;CN;Piemonte;ITC16
004144;Morozzo;F743;Cuneo;CN;Piemonte;ITC16
004145;Murazzano;F809;Cuneo;CN;Piemonte;ITC16
004146;Murello;F811;Cuneo;CN;Piemonte;ITC16
004147;Narzole;F846;Cuneo;CN;Piemonte;ITC16
004148;Neive;F863;Cuneo;CN;Piemonte;ITC16
004149;Neviglie;F883;Cuneo;CN;Piemonte;ITC16
004150;Niella Belbo;F894;Cuneo;CN;Piemonte;ITC16
004151;Niella Tanaro;F895;Cuneo;CN;Piemonte;ITC16
004152;Novello;F961;Cuneo;CN;Piemonte;ITC16
004153;Nucetto;F972;Cuneo;CN;Piemonte;ITC16
004154;Oncino;G066;Cuneo;CN;Piemonte;ITC16
004155;Ormea;G114;Cuneo;CN;Piemonte;ITC16
004156;Ostana;G183;Cuneo;CN;Piemonte;ITC16
004157;Paesana;G228;Cuneo;CN;Piemonte;ITC16
004158;Pagno;G240;Cuneo;CN;Piemonte;ITC16
004159;Pamparato;G302;Cuneo;CN;Piemonte;ITC16
004160;Paroldo;G339;Cuneo;CN;Piemonte;ITC16
004161;Perletto;G457;Cuneo;CN;Piemonte;ITC16
004162;Perlo;G458;Cuneo;CN;Piemonte;ITC16
004163;Peveragno;G526;Cuneo;CN;Piemonte;ITC16
004164;Pezzolo Valle Uzzone;G532;Cuneo;CN;Piemonte;ITC16
004165;Pianfei;G561;Cuneo;CN;Piemonte;ITC16
004166;Piasco;G575;Cuneo;CN;Piemonte;ITC16
004167;Pietraporzio;G625;Cuneo;CN;Piemonte;ITC16
004168;Piobesi d'Alba;G683;Cuneo;CN;Piemonte;ITC16
004169;Piozzo;G697;Cuneo;CN;Piemonte;ITC16
004170;Pocapaglia;G742;Cuneo;CN;Piemonte;ITC16
004171;Polonghera;G800;Cuneo;CN;Piemonte;ITC16
004172;Pontechianale;G837;Cuneo;CN;Piemonte;ITC16
004173;Pradleves;G970;Cuneo;CN;Piemonte;ITC16
004174;Prazzo;H011;Cuneo;CN;Piemonte;ITC16
004175;Priero;H059;Cuneo;CN;Piemonte;ITC16
004176;Priocca;H068;Cuneo;CN;Piemonte;ITC16
004177;Priola;H069;Cuneo;CN;Piemonte;ITC16
004178;Prunetto;H085;Cuneo;CN;Piemonte;ITC16
004179;Racconigi;H150;Cuneo;CN;Piemonte;ITC16
004180;Revello;H247;Cuneo;CN;Piemonte;ITC16
004181;Rifreddo;H285;Cuneo;CN;Piemonte;ITC16
004182;Rittana;H326;Cuneo;CN;Piemonte;ITC16
004183;Roaschia;H362;Cuneo;CN;Piemonte;ITC16
004184;Roascio;H363;Cuneo;CN;Piemonte;ITC16
004185;Robilante;H377;Cuneo;CN;Piemonte;ITC16
004186;Roburent;H378;Cuneo;CN;Piemonte;ITC16
004187;Roccabruna;H385;Cuneo;CN;Piemonte;ITC16
004188;Rocca Cigliè;H391;Cuneo;CN;Piemonte;ITC16
004189;Rocca de' Baldi;H395;Cuneo;CN;Piemonte;ITC16
004190;Roccaforte Mondovì;H407;Cuneo;CN;Piemonte;ITC16
004191;Roccasparvera;H447;Cuneo;CN;Piemonte;ITC16
004192;Roccavione;H453;Cuneo;CN;Piemonte;ITC16
004193;Rocchetta Belbo;H462;Cuneo;CN;Piemonte;ITC16
004194;Roddi;H472;Cuneo;CN;Piemonte;ITC16
004195;Roddino;H473;Cuneo;CN;Piemonte;ITC16
004196;Rodello;H474;Cuneo;CN;Piemonte;ITC16
004197;Rossana;H578;Cuneo;CN;Piemonte;ITC16
004198;Ruffia;H633;Cuneo;CN;Piemonte;ITC16
004199;Sale delle Langhe;H695;Cuneo;CN;Piemonte;ITC16
004200;Sale San Giovanni;H704;Cuneo;CN;Piemonte;ITC16
004201;Saliceto;H710;Cuneo;CN;Piemonte;ITC16
004202;Salmour;H716;Cuneo;CN;Piemonte;ITC16
004203;Saluzzo;H727;Cuneo;CN;Piemonte;ITC16
004204;Sambuco;H746;Cuneo;CN;Piemonte;ITC16
004205;Sampeyre;H755;Cuneo;CN;Piemonte;ITC16
004206;San Benedetto Belbo;H770;Cuneo;CN;Piemonte;ITC16
004207;San Damiano Macra;H812;Cuneo;CN;Piemonte;ITC16
004208;Sanfrè;H851;Cuneo;CN;Piemonte;ITC16
004209;Sanfront;H852;Cuneo;CN;Piemonte;ITC16
004210;San Michele Mondovì;I037;Cuneo;CN;Piemonte;ITC16
004211;Sant'Albano Stura;I210;Cuneo;CN;Piemonte;ITC16
004212;Santa Vittoria d'Alba;I316;Cuneo;CN;Piemonte;ITC16
004213;Santo Stefano Belbo;I367;Cuneo;CN;Piemonte;ITC16
004214;Santo Stefano Roero;I372;Cuneo;CN;Piemonte;ITC16
004215;Savigliano;I470;Cuneo;CN;Piemonte;ITC16
004216;Scagnello;I484;Cuneo;CN;Piemonte;ITC16
004217;Scarnafigi;I512;Cuneo;CN;Piemonte;ITC16
004218;Serralunga d'Alba;I646;Cuneo;CN;Piemonte;ITC16
004219;Serravalle Langhe;I659;Cuneo;CN;Piemonte;ITC16
004220;Sinio;I750;Cuneo;CN;Piemonte;ITC16
004221;Somano;I817;Cuneo;CN;Piemonte;ITC16
004222;Sommariva del Bosco;I822;Cuneo;CN;Piemonte;ITC16
004223;Sommariva Perno;I823;Cuneo;CN;Piemonte;ITC16
004224;Stroppo;I985;Cuneo;CN;Piemonte;ITC16
004225;Tarantasca;L048;Cuneo;CN;Piemonte;ITC16
004226;Torre Bormida;L252;Cuneo;CN;Piemonte;ITC16
004227;Torre Mondovì;L241;Cuneo;CN;Piemonte;ITC16
004228;Torre San Giorgio;L278;Cuneo;CN;Piemonte;ITC16
004229;Torresina;L281;Cuneo;CN;Piemonte;ITC16
004230;Treiso;L367;Cuneo;CN;Piemonte;ITC16
004231;Trezzo Tinella;L410;Cuneo;CN;Piemonte;ITC16
004232;Trinità;L427;Cuneo;CN;Piemonte;ITC16
004233;Valdieri;L558;Cuneo;CN;Piemonte;ITC16
004234;Valgrana;L580;Cuneo;CN;Piemonte;ITC16
004235;Valloriate;L631;Cuneo;CN;Piemonte;ITC16
004237;Venasca;L729;Cuneo;CN;Piemonte;ITC16
004238;Verduno;L758;Cuneo;CN;Piemonte;ITC16
004239;Vernante;L771;Cuneo;CN;Piemonte;ITC16
004240;Verzuolo;L804;Cuneo;CN;Piemonte;ITC16
004241;Vezza d'Alba;L817;Cuneo;CN;Piemonte;ITC16
004242;Vicoforte;L841;Cuneo;CN;Piemonte;ITC16
004243;Vignolo;L888;Cuneo;CN;Piemonte;ITC16
004244;Villafalletto;L942;Cuneo;CN;Piemonte;ITC16
004245;Villanova Mondovì;L974;Cuneo;CN;Piemonte;ITC16
004246;Villanova Solaro;L990;Cuneo;CN;Piemonte;ITC16
004247;Villar San Costanzo;M015;Cuneo;CN;Piemonte;ITC16
004248;Vinadio;M055;Cuneo;CN;Piemonte;ITC16
004249;Viola;M063;Cuneo;CN;Piemonte;ITC16
004250;Vottignasco;M136;Cuneo;CN;Piemonte;ITC16
005001;Agliano Terme;A072;Asti;AT;Piemonte;ITC17
005002;Albugnano;A173;Asti;AT;Piemonte;ITC17
005003;Antignano;A312;Asti;AT;Piemonte;ITC17
005004;Aramengo;A352;Asti;AT;Piemonte;ITC17
005005;Asti;A479;Asti;AT;Piemonte;ITC17
005006;Azzano d'Asti;A527;Asti;AT;Piemonte;ITC17
005007;Baldichieri d'Asti;A588;Asti;AT;Piemonte;ITC17
005008;Belveglio;A770;Asti;AT;Piemonte;ITC17
005009;Berzano di San Pietro;A812;Asti;AT;Piemonte;ITC17
005010;Bruno;B221;Asti;AT;Piemonte;ITC17
005011;Bubbio;B236;Asti;AT;Piemonte;ITC17
005012;Buttigliera d'Asti;B306;Asti;AT;Piemonte;ITC17
005013;Calamandrana;B376;Asti;AT;Piemonte;ITC17
005014;Calliano Monferrato;B418;Asti;AT;Piemonte;ITC17
005015;Calosso;B425;Asti;AT;Piemonte;ITC17
005016;Camerano Casasco;B469;Asti;AT;Piemonte;ITC17
005017;Canelli;B594;Asti;AT;Piemonte;ITC17
005018;Cantarana;B633;Asti;AT;Piemonte;ITC17
005019;Capriglio;B707;Asti;AT;Piemonte;ITC17
005020;Casorzo Monferrato;B991;Asti;AT;Piemonte;ITC17
005021;Cassinasco;C022;Asti;AT;Piemonte;ITC17
005022;Castagnole delle Lanze;C049;Asti;AT;Piemonte;ITC17
005023;Castagnole Monferrato;C047;Asti;AT;Piemonte;ITC17
005024;Castel Boglione;C064;Asti;AT;Piemonte;ITC17
005025;Castell'Alfero;C127;Asti;AT;Piemonte;ITC17
005026;Castellero;C154;Asti;AT;Piemonte;ITC17
005027;Castelletto Molina;C161;Asti;AT;Piemonte;ITC17
005028;Castello di Annone;A300;Asti;AT;Piemonte;ITC17
005029;Castelnuovo Belbo;C226;Asti;AT;Piemonte;ITC17
005030;Castelnuovo Calcea;C230;Asti;AT;Piemonte;ITC17
005031;Castelnuovo Don Bosco;C232;Asti;AT;Piemonte;ITC17
005032;Castel Rocchero;C253;Asti;AT;Piemonte;ITC17
005033;Cellarengo;C438;Asti;AT;Piemonte;ITC17
005034;Celle Enomondo;C440;Asti;AT;Piemonte;ITC17
005035;Cerreto d'Asti;C528;Asti;AT;Piemonte;ITC17
005036;Cerro Tanaro;C533;Asti;AT;Piemonte;ITC17
005037;Cessole;C583;Asti;AT;Piemonte;ITC17
005038;Chiusano d'Asti;C658;Asti;AT;Piemonte;ITC17
005039;Cinaglio;C701;Asti;AT;Piemonte;ITC17
005040;Cisterna d'Asti;C739;Asti;AT;Piemonte;ITC17
005041;Coazzolo;C804;Asti;AT;Piemonte;ITC17
005042;Cocconato;C807;Asti;AT;Piemonte;ITC17
005044;Corsione;D046;Asti;AT;Piemonte;ITC17
005045;Cortandone;D050;Asti;AT;Piemonte;ITC17
005046;Cortanze;D051;Asti;AT;Piemonte;ITC17
005047;Cortazzone;D052;Asti;AT;Piemonte;ITC17
005048;Cortiglione;D072;Asti;AT;Piemonte;ITC17
005049;Cossombrato;D101;Asti;AT;Piemonte;ITC17
005050;Costigliole d'Asti;D119;Asti;AT;Piemonte;ITC17
005051;Cunico;D207;Asti;AT;Piemonte;ITC17
005052;Dusino San Michele;D388;Asti;AT;Piemonte;ITC17
005053;Ferrere;D554;Asti;AT;Piemonte;ITC17
005054;Fontanile;D678;Asti;AT;Piemonte;ITC17
005055;Frinco;D802;Asti;AT;Piemonte;ITC17
005056;Grana Monferrato;E134;Asti;AT;Piemonte;ITC17
005057;Grazzano Badoglio;E159;Asti;AT;Piemonte;ITC17
005058;Incisa Scapaccino;E295;Asti;AT;Piemonte;ITC17
005059;Isola d'Asti;E338;Asti;AT;Piemonte;ITC17
005060;Loazzolo;E633;Asti;AT;Piemonte;ITC17
005061;Maranzana;E917;Asti;AT;Piemonte;ITC17
005062;Maretto;E944;Asti;AT;Piemonte;ITC17
005063;Moasca;F254;Asti;AT;Piemonte;ITC17
005064;Mombaldone;F308;Asti;AT;Piemonte;ITC17
005065;Mombaruzzo;F311;Asti;AT;Piemonte;ITC17
005066;Mombercelli;F316;Asti;AT;Piemonte;ITC17
005067;Monale;F323;Asti;AT;Piemonte;ITC17
005068;Monastero Bormida;F325;Asti;AT;Piemonte;ITC17
005069;Moncalvo;F336;Asti;AT;Piemonte;ITC17
005070;Moncucco Torinese;F343;Asti;AT;Piemonte;ITC17
005071;Mongardino;F361;Asti;AT;Piemonte;ITC17
005072;Montabone;F386;Asti;AT;Piemonte;ITC17
005073;Montafia;F390;Asti;AT;Piemonte;ITC17
005074;Montaldo Scarampi;F409;Asti;AT;Piemonte;ITC17
005075;Montechiaro d'Asti;F468;Asti;AT;Piemonte;ITC17
005076;Montegrosso d'Asti;F527;Asti;AT;Piemonte;ITC17
005077;Montemagno Monferrato;F556;Asti;AT;Piemonte;ITC17
005080;Nizza Monferrato;F902;Asti;AT;Piemonte;ITC17
005081;Olmo Gentile;G048;Asti;AT;Piemonte;ITC17
005082;Passerano Marmorito;G358;Asti;AT;Piemonte;ITC17
005083;Penango;G430;Asti;AT;Piemonte;ITC17
005084;Piea;G593;Asti;AT;Piemonte;ITC17
005085;Pino d'Asti;G676;Asti;AT;Piemonte;ITC17
005086;Piovà Massaia;G692;Asti;AT;Piemonte;ITC17
005087;Portacomaro;G894;Asti;AT;Piemonte;ITC17
005088;Quaranti;H102;Asti;AT;Piemonte;ITC17
005089;Refrancore;H219;Asti;AT;Piemonte;ITC17
005090;Revigliasco d'Asti;H250;Asti;AT;Piemonte;ITC17
005091;Roatto;H366;Asti;AT;Piemonte;ITC17
005092;Robella;H376;Asti;AT;Piemonte;ITC17
005093;Rocca d'Arazzo;H392;Asti;AT;Piemonte;ITC17
005094;Roccaverano;H451;Asti;AT;Piemonte;ITC17
005095;Rocchetta Palafea;H466;Asti;AT;Piemonte;ITC17
005096;Rocchetta Tanaro;H468;Asti;AT;Piemonte;ITC17
005097;San Damiano d'Asti;H811;Asti;AT;Piemonte;ITC17
005098;San Giorgio Scarampi;H899;Asti;AT;Piemonte;ITC17
005099;San Martino Alfieri;H987;Asti;AT;Piemonte;ITC17
005100;San Marzano Oliveto;I017;Asti;AT;Piemonte;ITC17
005101;San Paolo Solbrito;I076;Asti;AT;Piemonte;ITC17
005103;Scurzolengo;I555;Asti;AT;Piemonte;ITC17
005104;Serole;I637;Asti;AT;Piemonte;ITC17
005105;Sessame;I678;Asti;AT;Piemonte;ITC17
005106;Settime;I698;Asti;AT;Piemonte;ITC17
005107;Soglio;I781;Asti;AT;Piemonte;ITC17
005108;Tigliole;L168;Asti;AT;Piemonte;ITC17
005109;Tonco;L203;Asti;AT;Piemonte;ITC17
005111;Vaglio Serra;L531;Asti;AT;Piemonte;ITC17
005112;Valfenera;L574;Asti;AT;Piemonte;ITC17
005113;Vesime;L807;Asti;AT;Piemonte;ITC17
005114;Viale;L829;Asti;AT;Piemonte;ITC17
005115;Viarigi;L834;Asti;AT;Piemonte;ITC17
005116;Vigliano d'Asti;L879;Asti;AT;Piemonte;ITC17
005117;Villafranca d'Asti;L945;Asti;AT;Piemonte;ITC17
005118;Villanova d'Asti;L984;Asti;AT;Piemonte;ITC17
005119;Villa San Secondo;M019;Asti;AT;Piemonte;ITC17
005120;Vinchio;M058;Asti;AT;Piemonte;ITC17
005121;Montiglio Monferrato;M302;Asti;AT;Piemonte;ITC17
005122;Moransengo-Tonengo;M434;Asti;AT;Piemonte;ITC17
006001;Acqui Terme;A052;Alessandria;AL;Piemonte;ITC18
006002;Albera Ligure;A146;Alessandria;AL;Piemonte;ITC18
006003;Alessandria;A182;Alessandria;AL;Piemonte;ITC18
006004;Alfiano Natta;A189;Alessandria;AL;Piemonte;ITC18
006005;Alice Bel Colle;A197;Alessandria;AL;Piemonte;ITC18
006007;Altavilla Monferrato;A227;Alessandria;AL;Piemonte;ITC18
006008;Alzano Scrivia;A245;Alessandria;AL;Piemonte;ITC18
006009;Arquata Scrivia;A436;Alessandria;AL;Piemonte;ITC18
006010;Avolasca;A523;Alessandria;AL;Piemonte;ITC18
006011;Balzola;A605;Alessandria;AL;Piemonte;ITC18
006012;Basaluzzo;A689;Alessandria;AL;Piemonte;ITC18
006013;Bassignana;A708;Alessandria;AL;Piemonte;ITC18
006014;Belforte Monferrato;A738;Alessandria;AL;Piemonte;ITC18
006015;Bergamasco;A793;Alessandria;AL;Piemonte;ITC18
006016;Berzano di Tortona;A813;Alessandria;AL;Piemonte;ITC18
006017;Bistagno;A889;Alessandria;AL;Piemonte;ITC18
006018;Borghetto di Borbera;A998;Alessandria;AL;Piemonte;ITC18
006019;Borgoratto Alessandrino;B029;Alessandria;AL;Piemonte;ITC18
006020;Borgo San Martino;B037;Alessandria;AL;Piemonte;ITC18
006021;Bosco Marengo;B071;Alessandria;AL;Piemonte;ITC18
006022;Bosio;B080;Alessandria;AL;Piemonte;ITC18
006023;Bozzole;B109;Alessandria;AL;Piemonte;ITC18
006024;Brignano-Frascata;B179;Alessandria;AL;Piemonte;ITC18
006025;Cabella Ligure;B311;Alessandria;AL;Piemonte;ITC18
006026;Camagna Monferrato;B453;Alessandria;AL;Piemonte;ITC18
006027;Camino;B482;Alessandria;AL;Piemonte;ITC18
006028;Cantalupo Ligure;B629;Alessandria;AL;Piemonte;ITC18
006029;Capriata d'Orba;B701;Alessandria;AL;Piemonte;ITC18
